DistName,n_schools,n_students,st_pct_black,st_pct_hisp,st_pct_white,st_pct_native,st_pct_asian,st_pct_pac,st_pct_mult,st_pct_ecodis,st_pct_englishlearners,st_pct_speced,st_pct_bilingual,st_pct_careertech,st_pct_gifted,attendance_rate,ann_dropout_rate,ann_grad_count_1819,avg_sat_1819,avg_act_1819,tot_staff_fte,tot_teach_fte,staff_pct_centraladmin,staff_pct_schooladmin,staff_pct_profsupport,staff_pct_teach,staff_pct_educaides,staff_pct_aux,avg_salary_central,avg_salary_school,avg_salary_prof,avg_salary_teach,staff_pct_minority,stud_teach_ratio,teach_pct_5underexp,teach_avgexp,teach_pct_advdegrees,teach_turnover_rate,teach_pct_black,teach_pct_hisp,teach_pct_white,teach_pct_native,teach_pct_asian,teach_pct_pac,teach_pct_mult,teach_pct_reged,teach_pct_speced,teach_pct_compeduc,teach_pct_esl,taxable_value_per_student_17,local_tax_rate_18,tot_operating_reevenue,rev_pct_state,rev_pct_local,rev_pct_fed,tot_other_rev,fund_balance,net_assets_charter,tot_expend_1819,tot_opexpend_per_student,,exp_pct_basiced,exp_pect_speced,exp_pct_state,exp_pct_esl,exp_pct_cartecheduc,exp_pct_gifted,exp_pct_athletics,exp_pct_hsallotment,exp_pct_kinder,exp_pct_na,district_size,community_type,property_wealth,tax_rate
ACADEMY FOR ACADEMIC EXCELLENCE,4,493,42.6,46.2,9.3,0.6,0.6,0,0.6,100,21.1,22.5,19.9,10.3,0,84.8,34.8,.,.,.,95.6,56,2.1,5.2,5.2,58.6,11.5,17.3,110465,94941,92259,86618,81.2,8.8,12.5,14.9,37.5,7.3,66.1,7.1,17.9,1.8,3.6,0,3.6,88.2,9.2,0,1.8,0,0,7847484,84.5,0.8,14.7,0,0,-2401628,8061579,15964,68.4,62.9,13.4,14.3,1.1,0.9,0,0,1,0,6.4,Under 500,Charters,Non-taxing entities,Non-taxing entities
A W BROWN LEADERSHIP ACADEMY,2,1725,93.7,3.9,0.2,0.1,0.1,0.1,1.9,60.9,0.8,5.3,0.8,0,0,95.9,.,.,.,.,174.3,92.9,2.3,1.1,10.3,53.3,16.6,16.3,87398,82409,53639,52861,98.9,18.6,49.5,9.2,24.7,31.9,97.8,2.2,0,0,0,0,0,90.8,3.8,5.4,0,0,0,18577118,84.8,2.7,12.6,0,0,871321,19233140,8753,52.6,56.4,5,13.6,0.1,0,0,0,0,1.4,23.5,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
JEAN MASSIEU ACADEMY,1,213,17.8,74.6,3.8,0.5,0,0,3.3,66.7,44.6,4.7,44.6,11.3,0,96.1,0,5,.,-1,24.9,14.1,4,4,0,56.6,15.3,20.1,96000,70000,.,49612,55.4,15.1,50.4,5.3,22.4,19.3,14.2,14.1,64.6,0,7.1,0,0,97.4,0,0,0,0,0,2311983,83.1,2.5,14.4,1328,0,1172158,2178502,11012,53.1,2.6,14.1,35.6,5.6,2.9,0,0,1.1,0.4,37.8,Under 500,Charters,Non-taxing entities,Non-taxing entities
NOVA ACADEMY SOUTHEAST,2,658,38.1,57.9,2.1,0.3,0,0.5,1.1,88.6,31,5.2,30.2,0,0,96.7,.,.,.,.,80.9,43.6,2.5,6.2,15.9,53.9,11.1,10.5,152472,50695,47827,48559,91.4,15.1,38.2,9.3,27.4,24.7,84.2,0,11.3,0,2.2,0,2.3,90.9,4.6,0,4.6,0,0,6322976,86.5,0.5,13.1,0,0,1487161,6090222,9290,49.2,33,4.2,20.7,1.6,0,0,0,0,3.3,37.3,500 to 999,Charters,Non-taxing entities,Non-taxing entities
WINFREE ACADEMY CHARTER SCHOOLS,6,1321,20.5,50.8,23,0.6,1.1,0.3,3.6,53.1,16.9,10.7,15.7,93.4,0,79.9,7.9,410,994,19,123.9,54.3,4,4.9,23.4,43.9,4.5,19.2,111272,75341,56370,48272,42.5,24.3,58.7,7,28.2,33.2,19.4,11,62.4,0,5.5,1.8,0,68.3,12.6,0,3.7,0,0,11212937,92.3,0.3,7.5,0,0,-387858,10788819,7761,50.1,48.6,11.5,13.4,0.2,4.9,0,0.1,2.7,0,18.7,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
A+ ACADEMY,2,1399,3.3,93.2,2.5,0,0.4,0,0.6,93.5,45.8,9.5,44.7,34.6,2.8,96.4,0.3,72,934,-1,190,90.2,2.4,4.6,6.7,47.5,11.9,26.9,112726,81078,70245,58094,55.3,15.5,49.4,9.2,43,29.4,17.7,20.9,57,2.2,2.2,0,0,46.3,13.8,2.2,26,0,0,15929344,86.4,1.5,12.1,0,0,2881713,15664724,10259,51.7,34.7,9.5,11.8,4.4,3.8,0.2,1.8,1.5,0,32.4,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
INSPIRED VISION ACADEMY,2,1318,7.3,91.4,1.1,0,0.1,0,0.2,93.9,43.2,8,42.6,33.8,2.9,96.5,0.3,84,887,-1,181.8,84.4,2.5,2.2,8.9,46.4,13.7,26.2,116803,110182,61845,58628,68.3,15.6,37.4,10.3,39.6,40.6,26.1,18.8,49.2,0,5.9,0,0,59.2,11.6,1.8,19.3,0,0,15177638,86.3,1.5,12.2,0,0,1492528,13986958,10312,50.4,33.3,6.3,14.2,8.2,3,0.2,2,1.9,0,31,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
GATEWAY CHARTER ACADEMY,2,833,95.6,2.9,0.5,0.5,0,0,0.6,90,0.1,3.5,0.1,16.6,0.8,95.4,0,25,834,15.5,63.2,38.9,6.3,4.7,5.9,61.5,7.8,13.7,102547,69470,45198,43226,96.9,21.4,68.8,6.5,9.9,50.8,100,0,0,0,0,0,0,75.2,0,19.7,0,0,0,7304340,85.6,1.1,13.3,0,0,42145,6943758,8466,39.5,18.2,1.8,23.6,0,4.7,0,1,0,0,50.8,500 to 999,Charters,Non-taxing entities,Non-taxing entities
EDUCATION CENTER INTERNATIONAL ACA,3,627,23,25.2,43.5,0,5.4,0.3,2.6,49.1,8.6,9.6,8.1,0,4,94.8,.,.,.,.,76.8,53.4,2.6,3.9,0,69.5,15.2,8.8,98400,85233,.,51024,16.6,11.7,55.3,5.5,18.6,32.7,5.6,3.7,87,3.7,0,0,0,87.8,5.6,6.6,0,0,0,5634118,93.1,1.3,5.6,0,0,-65719,5899488,9482,51.8,45.4,9.7,5.1,0.2,0,0.2,0,0,1,38.3,500 to 999,Charters,Non-taxing entities,Non-taxing entities
EVOLUTION ACADEMY CHARTER SCHOOL,3,749,47.7,38.2,10.8,0.5,0.7,0.1,2,69.6,7.3,6.4,7.3,57.9,0,78.6,16.7,289,864,-1,54,28,1.9,6.5,6.5,51.9,5.6,27.8,170876,85286,67630,56605,88.9,26.7,49.1,9.4,37.7,18.3,82.2,7.1,10.7,0,0,0,0,74,6.7,0,0,0,0,7222422,84.2,1.1,14.8,25128,0,78907,6676799,7197,42.9,27.9,4.1,37.9,0.1,4.6,0,0,0,0,25.5,500 to 999,Charters,Non-taxing entities,Non-taxing entities
GOLDEN RULE CHARTER SCHOOL,6,1570,4.1,94.1,1.1,0.3,0.3,0,0.1,99.9,48.5,5.4,46.9,3.9,2.5,96.8,0,.,.,.,222.4,101,0.9,4.6,1.8,45.4,19.4,27.9,142500,73512,59750,50267,86.8,15.5,80.2,3,9.9,36,24.8,48.5,20.8,1,2,2,1,78,2,0,19.1,0,0,16983595,80.6,2.8,16.5,0,0,1461509,15746458,9509,53.1,39.2,3.8,20.9,2.6,0.2,0.1,0,0,0,33,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
ST ANTHONY SCHOOL,2,318,95.9,2.5,0,0,0,0,1.6,73.3,0,7.5,0,0,12.3,96.7,.,.,.,.,36.7,21.7,6.3,0,4,59.1,0,30.6,82195,.,64968,53258,92.1,14.7,46.3,9.4,15.2,40.6,82.1,4.5,4.5,0,0,0,8.9,95.5,4.5,0,0,0,0,3297423,89.2,1.6,9.2,0,0,21539,3176338,10307,48.8,51.3,7.3,11.4,0,0,0.3,1.2,0,0,28.6,Under 500,Charters,Non-taxing entities,Non-taxing entities
LA ACADEMIA DE ESTRELLAS,1,1105,0.2,98.7,0.7,0.1,0.3,0,0,88.5,65.2,10.9,64.4,0,1,97,.,.,.,.,135.5,59.7,1.5,8.7,5,44.1,24.4,16.4,102105,77239,63279,61110,67.3,18.5,47.7,7.4,25.2,16.7,13,30,48.7,1.7,5,1.7,0,75.8,2.9,0,21.3,0,0,11376870,87.4,1.2,11.5,0,0,1884934,10245955,9005,60.2,43.7,7.9,13.1,4,0,0,1.3,0,6.8,23.2,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
RICHLAND COLLEGIATE HIGH SCHOOL,1,526,25.7,30.4,18.1,0.2,23.8,0.2,1.7,16.2,3.6,0.2,3.4,87.1,0,97.2,0.2,319,1134,22.6,1,0,0,100,0,0,0,0,.,1,.,.,0,-2,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,5275409,98,2,0,0,0,3981857,4795194,8100,59.8,72,2,0,0.1,14.4,0,0,3.4,0,8.2,500 to 999,Charters,Non-taxing entities,Non-taxing entities
CITYSCAPE SCHOOLS,2,1152,15.4,80.4,2.5,0.4,0.3,0,1,86.9,47.9,5.6,54.5,0,0,96.3,0,.,.,.,123,47,3.3,4.9,6.9,38.2,31.5,15.2,123500,92583,69318,55506,87.4,24.5,85.1,3.4,19.2,37.4,17,61.7,17,0,4.3,0,0,68.4,2.1,1.2,28.3,0,0,9000524,85.3,3.2,11.5,9026,0,1024479,8462263,8638,52,38.8,3.4,16.6,2.8,0,0,0.3,0.2,5.7,32.2,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
MANARA ACADEMY,3,750,30.8,5.6,30.9,0.7,29.1,0,2.9,58.4,30.5,6.5,29.2,1.9,0,94.6,2,20,1053,-1,77.9,56.6,2.6,7.2,5,72.7,3.8,8.8,93362,72159,56992,51691,45.1,13.3,58.6,7.5,37.7,51.3,19,10.2,53.6,1.7,13.8,0,1.7,94.9,4.9,0,0.1,0,0,8661631,89.8,2.9,7.3,0,0,1209174,8780013,9348,53.1,55.6,6.8,1,0.9,0,0,0,0,0,35.7,500 to 999,Charters,Non-taxing entities,Non-taxing entities
UME PREPARATORY ACADEMY,2,1197,11.7,48.1,34.5,0.5,2.3,0,2.8,41.3,5.9,4.5,5.8,16.4,0,95.9,0,33,1088,19.8,122.6,73.2,2.4,2.4,20,59.7,0,15.3,80722,70275,51090,36779,26.6,16.3,49,8.2,31.2,33.8,11.5,9.1,74.8,0,4.6,0,0,98.8,0,0,0,0,0,7379027,94,2.7,3.2,0,0,1651277,6460094,7032,51.4,55.4,4.7,1.9,0.3,0.9,0,2.3,0,0,34.5,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
LEGACY PREPARATORY,2,1572,20.5,65.8,9.6,1.3,0.6,0.1,2,77.7,37,8.3,36,40,4.6,95.9,1.2,58,863,-1,166.5,100.3,3,1.7,10.9,60.2,13.4,10.8,107777,94435,74135,51965,76.1,15.7,75.7,5.2,17.7,26.5,25.6,43,22.8,0,6.6,0,2,95.7,2.8,0,0,0,0,14933581,89.7,2.8,7.5,0,0,848410,15357703,9545,60,60.6,5.1,3.4,3.9,0.6,0.5,0.1,0.3,0,25.6,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
VILLAGE TECH SCHOOLS,1,1217,36.3,36.3,20.6,0.2,1.3,0,5.3,45.3,2.9,7.1,2.2,20.6,0,96.2,0,39,994,18.6,116.5,73.3,1.7,3.4,9.4,62.9,22.5,0,104619,74801,63974,47933,53.5,16.6,72.7,3.8,6.8,44.4,51.8,9.5,35.4,0,0,0,3.2,79.7,4.5,9.5,0,0,0,10700284,93.4,4.9,1.7,0,0,203227,9542588,7517,54,62.2,3.5,2.6,0,2.2,0,0.7,0,0,28.7,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
INTERNATIONAL LEADERSHIP OF TEXAS,32,19359,28.2,51.3,12.5,0.3,4.5,0.1,3.2,66.2,29.4,6.1,69.7,13.9,5.9,96,0.1,276,1028,19.8,1971.4,1233.9,2.5,4.5,9,62.6,10.6,10.8,77031,72441,61943,47705,72,15.7,73.2,4.4,23.6,28.5,26.3,34.8,26.6,0.2,11.1,0,1.1,49.6,1.8,0,47,0,0,190357354,88.2,2.2,9.6,0,0,-1644932,182359053,8389,54.2,45.7,5.6,9,7.2,2.1,0.1,1.1,0,0,29.2,"10,000 to 24,999",Charters,Non-taxing entities,Non-taxing entities
PIONEER TECHNOLOGY & ARTS ACADEMY,5,1248,12.8,45.9,36.5,0.4,1.6,0.1,2.7,45.8,19.3,5,19.3,40.9,12.3,95.8,0,.,.,.,124.7,94.9,2.4,6.4,1.6,76.1,13.4,0,70333,75310,55900,41263,20.8,13.2,100,0,5.3,30.7,5.3,10.5,76.8,0,7.4,0,0,100,0,0,0,0,0,7272447,84,2.4,13.6,0,0,184783,6184058,9979,50,50.6,1.7,0.8,0.6,0.9,0,0,0,0,45.4,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
BRIDGEWAY PREPARATORY ACADEMY,1,81,53.1,25.9,9.9,1.2,6.2,0,3.7,51.9,14.8,17.3,11.1,0,0,98.5,.,.,.,.,14.4,6.4,6.4,4.1,13.6,44.6,24.3,7,47765,46501,58241,41141,59.6,12.6,77.4,2.8,36,26.3,40.6,3.9,44.5,0,11,0,0,73.3,13.2,13.5,0,0,0,601836,32,12.3,55.8,0,0,41439,606684,26378,45.8,37.6,7.7,1.7,0,0,0,0,0,3.9,49,Under 500,Charters,Non-taxing entities,Non-taxing entities
CARROLLTON-FARMERS BRANCH ISD,40,25548,17.1,55.6,12.2,0.3,11.7,0.1,3,64.4,32.2,13.1,33.5,20,8.7,95.1,1.3,1695,1003,21,3336,1695.2,1.3,2.9,12.6,50.8,7.7,24.6,96477,93071,70492,61326,46.9,15.1,41.7,9.6,28,17.8,10.4,19.1,63,0.4,4.3,0,2.8,70.8,7.8,5.3,2.4,691094,1.37,371713228,11.1,80.6,8.4,51223525,92092857,0,361127029,10277,57.6,39.1,15.2,7.5,1.1,2.3,7.1,0.9,1.1,1.3,24.5,"25,000 to 49,999",Major Suburban,"$636,179 to < $697,496",$1.3141 to under $1.4301
CEDAR HILL ISD,13,7616,66.1,25.2,3.2,0.3,1.2,0.1,3.9,68.3,8.2,8.3,8.4,39.4,5.4,95.7,1.3,667,985,19.4,885.3,456,2.4,3.4,11.1,51.5,8.5,23.1,105346,84653,70411,58898,73.8,16.7,39.6,9.3,32.5,27,59.1,9.2,27.2,0.2,1.1,0,3.2,72.6,8.1,2.5,0,404796,1.376,88708493,33.7,52.7,13.5,14096592,16083874,0,97995194,9834,52.9,44,9.2,9.2,0.4,3.6,0.8,2.2,1.3,0.5,28.8,"5,000 to 9,999",Major Suburban,"$382,055 to < $407,429",$1.3141 to under $1.4301
DALLAS ISD,241,153784,21.6,69.8,5.8,0.5,1.2,0.1,1,85.9,45.6,9.4,44.1,23.2,14.3,94.9,3.3,8293,928,17.1,20883.1,9989.5,1,4.5,10.8,47.8,10.2,25.6,105574,81806,76337,60146,78,15.4,43.4,10,26.2,17.6,33.5,31.7,28.6,0.7,3.2,0.2,2.2,74.6,9.8,0,3.9,700971,1.412,2177719190,9.3,71.9,18.8,357292678,590780454,0,2168817527,10252,53.8,43.2,10.9,12.5,3.1,2.1,0.7,1.2,1.1,0.7,24.5,"50,000 and over",Major Urban,"$697,496 to < $814,022",$1.3141 to under $1.4301
DESOTO ISD,13,8628,74.4,20.8,1.9,0.2,0.3,0,2.4,80.7,8.2,9.9,7.7,30,7.1,95.5,1.5,757,908,18.4,1027.8,536.8,1.7,3.7,13.1,52.2,10.6,18.7,114511,82706,66887,56333,83.5,16.1,43.7,9.7,40.2,40.5,69.7,7.8,19.4,0.2,1.1,0.2,1.7,71.5,10.4,0.4,6,288726,1.49,129180465,45.8,37.7,16.5,27000798,9049634,0,130439974,11659,52.8,42.8,10.6,7.9,0.3,3.7,0.5,1.8,1.3,2.1,29.2,"5,000 to 9,999",Major Suburban,"$266,163 to < $288,727",$1.4301 and over
DUNCANVILLE ISD,18,12416,39.7,54,2.8,0.3,1.1,0.1,2,80,19.1,9.5,17.8,48.6,5,93.9,1,1019,951,19.2,1788.6,836.4,1.1,3.3,11.9,46.8,9.3,27.7,138138,83753,68602,56802,77.2,14.8,47.9,9,29.4,24.5,44.1,16.7,27.6,0.4,1,9.2,1.1,62.9,11.2,2.4,9.5,328410,1.52,149935186,43.7,42.9,13.4,16856131,58739773,0,151529685,9935,53.4,42.6,12.9,9,1.4,5.7,0.3,2.5,1,0,24.8,"10,000 to 24,999",Major Suburban,"$317,442 to < $337,807",$1.4301 and over
GARLAND ISD,70,55584,17.6,51.6,17.3,1.6,9.3,0.1,2.6,65.8,34,9.4,32.4,30,8.4,95.7,1,4121,957,21.5,7184.9,3594.1,0.6,2.6,11.9,50,7.7,27.1,125783,96105,73530,59386,49.3,15.5,31.3,11.5,32.6,16,17,22.2,55.3,0.7,3.1,0.4,1.5,58.3,9.2,7.1,11.7,303392,1.46,640948827,48.7,39.2,12.1,87802233,220271987,0,657678478,9363,56.9,42.9,12,7.7,2.1,4.7,1,1.4,1.9,1,25.3,"50,000 and over",Major Suburban,"$288,727 to < $317,442",$1.4301 and over
GRAND PRAIRIE ISD,41,29196,17.8,65.6,10.6,0.4,3.3,0.1,2.1,75.7,31.4,9.3,33.2,30.3,6.5,95,1.5,2189,941,20.1,3760.9,1880.2,1,3,12.1,50,9.9,23.9,129215,83339,66825,58986,59.7,15.5,46.3,8.8,26.9,19.1,20.6,25.6,49.1,0.2,2.1,0,2.4,80.6,9.4,1.1,3.1,211098,1.595,375496351,56.6,31.2,12.2,57544933,79161382,0,364794618,10356,55.5,43.5,11.8,9.7,2,4.8,0.9,1,1.2,1.3,23.9,"25,000 to 49,999",Major Suburban,"$178,741 to < $225,013",$1.4301 and over
HIGHLAND PARK ISD,7,6824,0.9,5.8,82.4,0.4,7.5,0.1,3,0.1,1.3,8.9,1.2,19.3,13.3,96.5,0,493,1315,28.3,817.7,444.4,0.6,3.8,10.8,54.4,10.3,20.1,190218,94441,71407,56627,22.6,15.4,22.4,13.4,64.1,16.5,1.2,4.7,90.5,0.9,2,0.4,0.2,74.1,12.9,0,0.6,2365469,1.236,103417179,7.2,91.3,1.4,30072748,22234936,0,185270252,10299,60.1,55.6,15.3,0.1,0.1,1.3,0.8,4.2,1.5,0,21.1,"5,000 to 9,999",Major Suburban,"$847,341 and over",$1.1701 to under $1.3141
IRVING ISD,37,33453,12.3,71.4,9.4,2.4,3.3,0.2,1,80.4,44,8.2,46.1,30.4,13.9,95.8,1,2294,916,16.8,4004.9,2146.3,2.1,2.9,12.1,53.6,11.8,17.4,96732,86313,70239,61600,56.6,15.6,41.3,9.2,30.3,17.8,15.8,28.3,50.1,0.4,3.1,0.1,2.3,68,4.7,0.8,5.1,317887,1.401,422520559,42.5,45.3,12.2,31269760,101393315,0,419673395,10229,58.6,38.6,12.3,13.1,1.9,4.1,6.2,1.3,1.2,0.1,21.3,"25,000 to 49,999",Major Suburban,"$317,442 to < $337,807",$1.3141 to under $1.4301
LANCASTER ISD,10,7467,75.3,20.6,1.4,0.3,0.2,0.1,2,88.9,7.9,8.6,7.7,31.8,8.3,96.2,0,440,898,15.3,903.1,439.7,1.1,3.1,10.3,48.7,9.9,26.9,145076,88715,72548,59352,87.2,17,31.9,11.6,44.4,19.4,80.2,6.1,12.9,0,0.2,0,0.5,67.8,9.6,6.3,3.1,305116,1.53,88200215,45.7,42.4,11.9,10447758,17797002,0,119760208,9877,50.4,39,10.7,8.8,0.8,4,0.5,2.4,2.4,1.5,30,"5,000 to 9,999",Major Suburban,"$288,727 to < $317,442",$1.4301 and over
MESQUITE ISD,48,39775,24.7,59.1,12,0.8,1.3,0.1,2.1,78.1,28.3,11.7,27.5,31.7,6.1,96.2,1,2804,975,18.5,5178.7,2594.8,0.9,2.7,11.1,50.1,9.6,25.6,116836,85086,69127,62214,44.6,15.3,41.3,9.7,44.6,17.4,16.4,20.1,60.2,0.4,1.1,0,1.7,62,8.6,5.1,12.1,183601,1.52,476429231,63.4,25.3,11.3,77410350,112274659,0,529240146,9364,60.1,46.1,13.3,8.8,2.1,3.7,0.7,2,1.4,0.4,21.6,"25,000 to 49,999",Major Suburban,"$178,741 to < $225,013",$1.4301 and over
RICHARDSON ISD,55,39524,22.1,38.8,28.9,0.3,6.9,0.1,3,56.9,28.2,12.2,28.1,25.3,9.9,95.5,2.2,2240,1135,19.7,5417.2,2743.5,1.7,2.9,12.8,50.6,7.7,24.3,106480,87817,68820,58317,44.1,14.4,41,10.1,23.5,17.5,10.8,15.7,68.4,0.3,3.2,0.1,1.5,71.2,9.4,4.8,9.6,556011,1.52,479593735,18.9,69.5,11.6,80913172,92299289,0,559424906,9514,59.9,47.1,14.3,11.8,1.3,2.8,0.8,1.2,1.4,0,19.4,"25,000 to 49,999",Major Suburban,"$530,196 to < $559,445",$1.4301 and over
SUNNYVALE ISD,4,1976,9.7,13.1,50.4,0.3,22.8,0.1,3.7,15.4,6.4,12.4,6.1,31.8,10.2,97.5,0.2,114,1174,25.2,247.3,131.7,2.4,3.6,9.3,53.3,10,21.4,96347,81531,64423,59098,17,15,21.2,12.7,42.8,14.8,2.3,6.1,85.9,0,3.4,0.8,1.5,64.1,16.4,5,0,578751,1.52,23167922,16.8,79.3,3.9,5891270,3983908,0,52823425,9380,60.3,54.3,9.1,1.8,0.3,4.8,0.3,4.5,1.6,0.6,22.6,"1,600 to 2,999",Other Central City Suburban,"$559,445 to < $636,179",$1.4301 and over
COPPELL ISD,17,13181,4.2,13.2,27.6,0.3,51.6,0.1,3.1,8.9,14.1,7.8,15.4,23.4,14.8,96.8,0.3,944,1307,25.1,1422.4,856.6,1.5,3.2,13.3,60.2,8.5,13.3,118931,89037,70467,60973,22.2,15.4,36.7,10.5,27.9,15.3,3.2,8.2,81.8,0.6,5.3,0,0.9,63,10.2,0.3,5.3,844924,1.461,159332827,9.8,86.3,3.9,36161200,66816502,0,212248103,9198,58.1,52.8,12.8,1.2,1,3.1,0.9,1.7,3.7,0.5,22.3,"10,000 to 24,999",Major Suburban,"$814,022 to < $847,341",$1.4301 and over
DAWSON ISD,1,138,0,69.6,25.4,0,0,0,5.1,71.7,6.5,9.4,6.5,17.4,4.3,94.7,0,1,-1,-1,21.8,10.9,3.1,0.8,1.3,49.8,13.2,31.7,90000,72500,63418,52113,31.2,12.7,39.8,14.5,12.2,29.6,0,9.2,90.8,0,0,0,0,91.5,2.6,0,0,907213,1.17,2164947,24.9,69.2,5.9,66585,461909,0,1983090,16726,44.4,41.7,3.4,8.7,0.6,0,0.1,2,0.2,0,43.3,Under 500,Rural,"$847,341 and over",Under $1.1701
KLONDIKE ISD,1,271,0.7,29.5,67.5,0.7,0.4,0,1.1,32.5,6.3,4.1,6.3,27.7,4.8,97.5,0,14,-1,22.8,42.5,21.3,2.9,2.9,0.2,50.1,11,32.9,103912,68267,61291,57431,29.3,12.7,11.4,15.6,39.9,4.2,0,4.4,95.6,0,0,0,0,82.6,3.6,4.4,0,3078820,1.295,7080813,8.2,88.5,3.3,1669281,7052025,0,4933992,14364,45.5,37.2,2.4,6.7,0.3,5.7,0.3,5.4,0.7,0.9,40.4,Under 500,Rural,"$847,341 and over",$1.1701 to under $1.3141
LAMESA ISD,1,1799,3.4,83.1,12.1,0.1,0.6,0,0.8,73.7,5,13,4.6,25.4,7.6,93.7,0.4,142,958,19.1,311.2,116.8,1.3,3.2,4.7,37.5,20.3,33,116235,71885,54920,51132,61.5,15.4,40.9,11.3,13.3,25.6,5.1,36.4,55.2,0,1.6,0,1.7,73,8.2,8.2,1,230396,1.49,26966921,56.7,28.1,15.2,3807434,16759096,0,28790041,11357,49.2,32.7,8.5,19.2,0.4,4.1,0.5,3.8,0.7,0.2,30,"1,600 to 2,999",Non-metropolitan Stable,"$225,013 to < $266,163",$1.4301 and over
SANDS CISD,1,266,0.4,43.2,53.8,1.5,0.8,0,0.4,51.9,13.2,7.9,13.2,27.4,9.4,96.9,0,11,1070,21.6,38.6,20.1,2.6,5.2,2.4,52,12.1,25.6,106271,77782,59152,49273,20.3,13.3,14.9,16.5,5,14.9,0,5,93.2,1.8,0,0,0,78.5,6.6,7.6,0,2082669,1.15,7555630,3,92.4,4.6,1355833,6637514,0,4351825,13694,44.9,28.9,9.5,8.4,0.4,4.2,0.2,5.3,1.9,1.1,40.3,Under 500,Rural,"$847,341 and over",Under $1.1701
HEREFORD ISD,9,4018,0.5,89.2,9.4,0.1,0.3,0,0.3,81.2,20.8,10.9,19.8,29.2,3.1,94.8,2.1,268,1034,18.4,591.2,290.5,1.7,3.6,7.9,49.1,16.8,20.9,100620,74979,60291,51894,53.1,13.8,34,12.4,17.6,16.9,0.7,30.8,67.1,0.3,0,0,1,71,10.3,2.8,8.1,302597,1.04,41655909,45.2,36.4,18.4,0,10500984,0,45275034,9475,54.5,38.6,11.2,14,0.8,4.5,0.2,2.7,1.1,0,26.9,"3,000 to 4,999",Other Central City Suburban,"$288,727 to < $317,442",Under $1.1701
WALCOTT ISD,1,149,0,87.2,12.8,0,0,0,0,60.4,14.1,14.8,12.1,0,1.3,95.9,.,.,.,.,23.5,9.9,4.2,0.5,4,42,27.9,21.4,85000,75540,31874,56837,45.3,15.1,20.1,15.7,0.2,10.1,0,0,89.9,0,10.1,0,0,70.9,20.2,8.9,0,431156,0.94,2151764,61.2,30.4,8.5,174021,463137,0,3045102,14719,54.2,32.2,8.2,13.4,0.6,0,0.3,0,0,1.6,43.7,Under 500,Rural,"$407,429 to < $450,515",Under $1.1701
COOPER ISD,3,797,9.9,13.6,70.8,0.9,0.6,0,4.3,58.3,2.1,11.4,1.9,36.5,12.4,95.8,0.8,51,971,18.8,129.4,64.3,2.3,6.2,2.3,49.7,16.2,23.2,95133,73631,60163,49881,12,12.4,37.3,12.1,14.5,34.4,3.1,6.2,90.7,0,0,0,0,74.6,4.8,4.7,0,231321,1.44,10635518,59.1,29.6,11.3,862814,1840458,0,10172094,10267,54.7,37,4.4,11.7,0.1,7.5,0.3,4,3.1,0,32,500 to 999,Rural,"$225,013 to < $266,163",$1.4301 and over
FANNINDEL ISD,2,123,38.2,10.6,44.7,0,0.8,0,5.7,84.6,4.9,20.3,4.9,35,4.1,94.5,3.8,12,-1,-1,39.7,16.5,3.8,5,5,41.6,14.7,29.9,68253,71050,44293,47142,16.1,7.5,48.5,10.8,18.2,22.9,12.1,0,87.9,0,0,0,0,77.4,6.1,6.1,0,295244,1.26,2807357,57.1,32.8,10.1,141792,534776,0,2526059,13588,48.2,31.5,6.7,15.6,0.1,6.7,0.1,3.3,0.6,2.8,32.7,Under 500,Rural,"$288,727 to < $317,442",$1.1701 to under $1.3141
NORTH TEXAS COLLEGIATE ACADEMY,3,652,21.2,53.5,19.5,0.3,1.1,0,4.4,84.2,37.7,9,37.6,0,0,95.7,.,.,.,.,62.8,42.4,6.4,3.3,1.6,67.5,10.1,11.1,61546,70731,86668,47434,35.6,15.4,66.5,6.1,33,39.5,25.6,0,69.7,0,2.4,0,2.4,76.6,8.8,14.6,0,0,0,5583034,87.5,0.4,12.1,0,0,29514,4705919,8235,55.5,39.5,7.6,11.7,1.5,0,0.1,0.2,0,6.5,32.9,500 to 999,Charters,Non-taxing entities,Non-taxing entities
